"","PROBEID","SYMBOL","ENTREZID","GENENAME","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"45","1415998_at","Vdac1","22333","voltage-dependent anion channel 1",0.234368222255746,10.4281969256541,1.3170975989494,0.212237546430457,0.73176287466355,-5.20163925267281
"46","1415999_at","Hey1","15213","hairy/enhancer-of-split related with YRPW motif 1",0.19465885963172,4.52019214156004,1.26742561656546,0.228884824629544,0.7508161049467,-5.25875494684942
"47","1416008_at","Satb1","20230","special AT-rich sequence binding protein 1",-0.0595044656732791,3.37129800003722,-0.354022662474106,0.729422814961534,0.943547447361219,-5.9620844016193
"48","1416014_at","Abce1","24015","ATP-binding cassette, sub-family E (OABP), member 1",-0.519577180648144,8.37907088060146,-3.26869611533173,0.00666334426085773,0.35479577310272,-2.20424956207176
"49","1416019_at","Dr1","13486","down-regulator of transcription 1",-0.209767285769425,4.80694001088148,-0.948013463429478,0.361697948416992,0.816019532493063,-5.58417008043418
"50","1416022_at","Fabp5","16592","fatty acid binding protein 5, epidermal",-0.0490456802806847,10.525509326745,-0.0946575039912133,0.926138511995036,0.9766507014166,-6.02113558469851
"51","1416028_a_at","Jpt1","15374","Jupiter microtubule associated homolog 1",0.0204820921212443,6.15831782463035,0.0985118299015987,0.923141280512296,0.9766507014166,-6.02075587346203
"52","1416029_at","Klf10","21847","Kruppel-like factor 10",0.671937417697813,7.57139380804618,3.17239263029574,0.00797141889107676,0.377813255966829,-2.36663642633616
"53","1416039_x_at","Ccn1","16007","cellular communication network factor 1",0.161914693050525,6.77370704256985,0.664273698714326,0.518990851567922,0.889224278246024,-5.80472707894609
"54","1416041_at","Sgk1","20393","serum/glucocorticoid regulated kinase 1",-0.0509919829181626,8.71595963692616,-0.341051961219806,0.738921602425328,0.94360823987313,-5.96663791622289
"55","1416044_at","Flii","14248","flightless I actin binding protein",0.0805628529997922,8.50574755199339,0.450981918637962,0.659989095749443,0.932238109260876,-5.92281040578656
"56","1416050_a_at","Scarb1","20778","scavenger receptor class B, member 1",-0.166357784188866,9.88060790329303,-0.748550537076275,0.468449268241493,0.869938949827542,-5.74650925307921
"57","1416059_at","Sec23b","27054","SEC23 homolog B, COPII coat complex component",-0.0701299658294392,8.8800000923805,-0.32453583986977,0.751081976572585,0.943972600044839,-5.97219493666132
"58","1416060_at","Tbc1d15","66687","TBC1 domain family, member 15",-0.0289079258431286,9.17896359511358,-0.158946183076951,0.876337061791374,0.963879753401043,-6.01282633787653
"59","1416066_at","Cd9","12527","CD9 antigen",0.190513091002148,7.55240189286396,0.670934974899317,0.51488298026257,0.8879413926713,-5.8003580882509
"60","1416088_a_at","Rps15","20054","ribosomal protein S15",0.0030391098886664,11.3563509198086,0.0178874709561898,0.986020601528421,0.993334827089036,-6.02554380094396
"61","1416093_a_at","Mrpl20","66448","mitochondrial ribosomal protein L20",-0.223572769920374,8.67656925476043,-1.14513036785881,0.274330914633896,0.778513997516077,-5.39220990276006
"62","1416104_at","Mpdu1","24070","mannose-P-dolichol utilization defect 1",0.213793762893896,8.09786837152827,1.02809474953226,0.32404686833647,0.793475992811486,-5.50978835353383
"63","1416106_at","Kti12","100087","KTI12 homolog, chromatin associated",-0.17963894115378,7.90485606822578,-1.19934136459556,0.253385818923651,0.767765341382214,-5.33434194162582
"64","1416108_a_at","Tmed3","66111","transmembrane p24 trafficking protein 3",0.111383804110885,8.37021888317944,0.600468969411376,0.559288303856579,0.903931266707389,-5.84451750946618
"65","1416111_at","Cd83","12522","CD83 antigen",0.321949595970896,5.2786822877527,1.60673124447481,0.133915067557866,0.655567478404896,-4.83849909200284
"66","1416114_at","Sparcl1","13602","SPARC-like 1",0.0181435080889729,5.97955909569587,0.0855679039459556,0.933211439386584,0.976741745465769,-6.02197113550517
"67","1416125_at","Fkbp5","14229","FK506 binding protein 5",-0.365205645135568,8.43247325013461,-1.64508349002133,0.125698234313902,0.653753125445287,-4.78691675105931
"68","1416129_at","Errfi1","74155","ERBB receptor feedback inhibitor 1",0.320349331693704,12.488924345207,1.68239179328106,0.118133176238612,0.64441346152169,-4.73603076500006
"69","1416130_at","Prnp","19122","prion protein",0.214805404389456,6.75269048926201,1.03979736148724,0.318793959750876,0.79282098936559,-5.49849767121397
"70","1416132_at","Efr3a","76740","EFR3 homolog A",-0.0440738725725573,5.0920372276457,-0.180683530243226,0.859611134611617,0.962478317410664,-6.00906766486139
"71","1416147_at","Hspa4","15525","heat shock protein 4",0.2212772625372,7.79009631343561,0.803477468185652,0.43722003098908,0.858697026322968,-5.70518339809699
"72","1416149_at","Olig1","50914","oligodendrocyte transcription factor 1",-0.316092786048144,4.67047237395395,-1.36852651196667,0.196054380642563,0.714783076614062,-5.1408176960549
"73","1416151_at","Srsf3","20383","serine/arginine-rich splicing factor 3",0.326719784185566,6.87524698225704,1.03745815605494,0.319838895733758,0.79282098936559,-5.50076298663285
"74","1416162_at","Rad21","19357","RAD21 cohesin complex component",0.168800154266246,5.48467619025522,0.600702814513603,0.559137529993132,0.903931266707389,-5.84437853374897
"75","1416167_at","Prdx4","53381","peroxiredoxin 4",-0.291609592462262,11.1305162135692,-1.89186989499124,0.0827126462969631,0.610118636049957,-4.43843264470852
"76","1416173_at","Pes1","64934","pescadillo ribosomal biogenesis factor 1",0.271571536404545,4.5378713769269,1.2769847646152,0.225601895732295,0.749238197687621,-5.24789022127801
"77","1416178_a_at","Plekhb1","27276","pleckstrin homology domain containing, family B (evectins) member 1",0.381477954525124,8.78557861947927,2.03267784504082,0.0646619359816839,0.594369088160012,-4.22841382626528
"78","1416179_a_at","Rdx","19684","radixin",-0.0549504901235274,9.99313333560003,-0.314771447025235,0.758304437659884,0.946598334215978,-5.97535290808591
"79","1416190_a_at","Sec61a1","53421","Sec61 alpha 1 subunit (S. cerevisiae)",0.437726428367665,6.24224371683919,1.10351940843994,0.291294277574144,0.791833353521555,-5.43518673303283
"80","1416204_at","Gpd1","14555","glycerol-3-phosphate dehydrogenase 1 (soluble)",0.300854351229527,7.24803736941001,1.27319559631696,0.226898662261156,0.750475412448304,-5.25220421873789
"81","1416205_at","Glb1","12091","galactosidase, beta 1",-0.169893598178237,6.65503797008773,-0.895583425888298,0.387968731072216,0.831763985823471,-5.63007792525426
"82","1416214_at","Mcm4","17217","minichromosome maintenance complex component 4",-0.340142171541469,6.32141835588137,-1.89196936821294,0.0826984047025272,0.610118636049957,-4.43828690404836
"83","1416222_at","Nsdhl","18194","NAD(P) dependent steroid dehydrogenase-like",-0.0412757513599118,9.56358901631077,-0.197755939980216,0.846523889283,0.962478317410664,-6.00578027489407
"84","1416226_at","Arpc1b","11867","actin related protein 2/3 complex, subunit 1B",0.0672843908570178,8.08006488414793,0.326200342519584,0.749853217343341,0.943918212648996,-5.971647158542
"85","1416235_at","Lrrc59","98238","leucine rich repeat containing 59",0.535133713147622,6.90916221679081,1.90152533571218,0.0813406705222555,0.610118636049957,-4.42426807649351
"86","1416242_at","Klhl13","67455","kelch-like 13",-0.211450649319415,4.73487993762558,-1.28365590755727,0.223333336135431,0.746906303822845,-5.24027182957665
"87","1416255_at","Gja4","14612","gap junction protein, alpha 4",-0.185724484527063,5.73930834417829,-1.13475248274107,0.278488913550553,0.781525298320775,-5.40304710531329
"88","1416258_at","Tk1","21877","thymidine kinase 1",-0.388977067066102,7.9445024491494,-2.30183032608073,0.0399267781820674,0.560428047018292,-3.8092571544683
"89","1416262_at","Tmem19","67226","transmembrane protein 19",0.0785880308564249,8.25359002507286,0.30741816699542,0.763759260889588,0.947583781478589,-5.97766849500753
"90","1416274_at","Ctns","83429","cystinosis, nephropathic",-0.130941959089514,6.04124684757578,-0.711331990414879,0.490383557572227,0.879486744723807,-5.77300353829629
"91","1416275_at","Slc26a6","171429","solute carrier family 26, member 6",0.0838968177023993,5.9835753430477,0.473357071268951,0.644395696777658,0.931462938644341,-5.91244789903353
"92","1416281_at","Wdr45b","66840","WD repeat domain 45B",0.0718777469739038,9.27903241725108,0.402695636104971,0.694205680463217,0.93440045527781,-5.94351866539797
"93","1416286_at","Rgs4","19736","regulator of G-protein signaling 4",-0.00598349139614784,3.41285370960908,-0.0338562507872085,0.973544641158696,0.988147810776076,-6.02512208224735
"94","1416288_at","Dnaja1","15502","DnaJ heat shock protein family (Hsp40) member A1",-0.355866423758973,11.4115109983962,-2.25886995952674,0.0431573768776959,0.569878141674047,-3.87749228412424
"95","1416289_at","Plod1","18822","procollagen-lysine, 2-oxoglutarate 5-dioxygenase 1",-0.00679987978404206,7.88885851552318,-0.043673975817133,0.965877732322434,0.984983006148592,-6.02473362321885
"96","1416295_a_at","Il2rg","16186","interleukin 2 receptor, gamma chain",-0.162386908681973,5.3639486559539,-0.843158598083256,0.41551916031458,0.843261564441458,-5.67370638368221
"97","1416299_at","Shcbp1","20419","Shc SH2-domain binding protein 1",-0.541089179868929,3.71872878809857,-3.16792405550417,0.00803803993318466,0.377813255966829,-2.37417262898951
"98","1416304_at","Litaf","56722","LPS-induced TN factor",0.445512516880793,9.15195277415127,1.92874695114943,0.0775839641363557,0.610118636049957,-4.38413901059467
"99","1416308_at","Ugdh","22235","UDP-glucose dehydrogenase",-0.0544079787985368,10.3862713966085,-0.215000635629018,0.833352909101815,0.962478317410664,-6.00216074373997
"100","1416318_at","Serpinb1a","66222","serine (or cysteine) peptidase inhibitor, clade B, member 1a",0.235608628969856,6.97269651554326,0.425278299253324,0.678109631880593,0.93420339892275,-5.93411624864232
"101","1416326_at","Crip1","12925","cysteine-rich protein 1 (intestinal)",0.0240635377962377,8.22749814965228,0.125487172970218,0.902201611856568,0.971622677290355,-6.0176751616935
"102","1416332_at","Cirbp","12696","cold inducible RNA binding protein",0.0152797696357103,5.90257437560379,0.0776841951672702,0.939350866756476,0.978033005362522,-6.02262766911386
"103","1416346_at","Timm8a1","30058","translocase of inner mitochondrial membrane 8A1",-0.312817334744446,7.16357752974021,-1.56419277690053,0.143572675904745,0.670005820888811,-4.89481888492326
"104","1416349_at","Mrpl34","94065","mitochondrial ribosomal protein L34",0.0339092366209179,8.53554028054111,0.163692470544308,0.872679378448643,0.963879753401043,-6.01204650116101
"105","1416350_at","Klf16","118445","Kruppel-like factor 16",0.065288847863552,4.13916642614111,0.381920812373851,0.709152116042864,0.938392505146728,-5.95172782992021
"106","1416360_at","Snx18","170625","sorting nexin 18",0.427112091936825,5.58734569665313,2.07340509925024,0.0601662833727385,0.59039301629805,-4.16637161057194
"107","1416365_at","Hsp90ab1","15516","heat shock protein 90 alpha (cytosolic), class B member 1",0.361922159490694,11.1226367675862,1.9173329073974,0.0791393689752586,0.610118636049957,-4.40099986194179
"108","1416368_at","Gsta4","14860","glutathione S-transferase, alpha 4",0.189428090917799,9.69619042944754,0.875215705080261,0.398520418549073,0.836225880118229,-5.64730139860997
"109","1416380_at","Mov10","17454","Mov10 RISC complex RNA helicase",0.125271090733988,6.17552821420749,0.62530305641714,0.543401592059163,0.899349675872747,-5.82947546999174
"110","1416382_at","Ctsc","13032","cathepsin C",0.299389990606088,11.2768633179421,1.67481044415735,0.119637105079304,0.64441346152169,-4.74642657986818
"111","1416383_a_at","Pcx","18563","pyruvate carboxylase",0.142906023967049,11.0348220811591,0.809860453012421,0.433680296668883,0.856808761302026,-5.7002111353088
"112","1416409_at","Acox1","11430","acyl-Coenzyme A oxidase 1, palmitoyl",0.508558515424783,11.1446854772,1.8253744512325,0.0927483029221053,0.613536635215882,-4.53496232388915
"113","1416410_at","Pafah1b3","18476","platelet-activating factor acetylhydrolase, isoform 1b, subunit 3",0.204366775229658,5.44924289616382,0.952268714561486,0.359622138556285,0.815178377648857,-5.58034606532621
"114","1416418_at","Gabarapl1","57436","gamma-aminobutyric acid (GABA) A receptor-associated protein-like 1",-0.0748780704983982,9.85826368349967,-0.269384911322311,0.792178588121692,0.95601826714577,-5.98878449658397
"115","1416424_at","Plin3","66905","perilipin 3",0.225978217423895,7.4769620961112,1.15547431739698,0.270234263167825,0.774531132227617,-5.38133046793152
"116","1416428_at","Thap11","59016","THAP domain containing 11",-0.186043195425549,7.47669327895475,-0.942361329310172,0.364468266368707,0.817346316420523,-5.58922681208239
"117","1416431_at","Tubb6","67951","tubulin, beta 6 class V",0.0155900744140895,6.64862049427891,0.0559336121171546,0.956308961849238,0.981956148599311,-6.02411046883376
"118","1416432_at","Pfkfb3","170768","6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 3",-0.541196693498081,5.09954928021148,-2.45420713458551,0.0302350133230332,0.552605189059412,-3.56390197711663
"119","1416442_at","Ier2","15936","immediate early response 2",0.117747228713345,7.37997116152532,0.513238161286699,0.617038955450773,0.92559466927919,-5.8927847318274
"120","1416444_at","Elovl2","54326","elongation of very long chain fatty acids (FEN1/Elo2, SUR4/Elo3, yeast)-like 2",-0.0691110405673037,11.3309812065961,-0.40590657137285,0.691907303164526,0.93440045527781,-5.94221214556441
"121","1416452_at","Oat","18242","ornithine aminotransferase",-0.568109335393181,11.8037825725915,-1.69871765205502,0.114951214319204,0.64441346152169,-4.71354981455501
"122","1416459_at","Arf2","11841","ADP-ribosylation factor 2",0.149618553371315,4.39194967902429,0.710701318965697,0.490760542686399,0.879486744723807,-5.77344186247234
"123","1416481_s_at","Higd1a","56295","HIG1 domain family, member 1A",-0.131845916642105,7.13227110804926,-0.575880340594824,0.575265324487135,0.909546764747447,-5.85884652210579
"124","1416483_at","Ttc3","22129","tetratricopeptide repeat domain 3",-0.128832358831301,7.28139153064147,-0.78982122522597,0.444855992722434,0.862541894212719,-5.71570333881854
"125","1416488_at","Ccng2","12452","cyclin G2",0.0645837369439484,8.03028434924102,0.30667318945038,0.764312646093754,0.947583781478589,-5.97790008953411
"126","1416497_at","Pdia4","12304","protein disulfide isomerase associated 4",-0.067093315278651,9.85840486526651,-0.396011203154242,0.699000545260583,0.934795015185489,-5.94620617726905
"127","1416504_at","Ulk1","22241","unc-51 like kinase 1",0.223428868973328,6.06497983221749,0.851860867630233,0.410857434028982,0.8421090424088,-5.66662406635413
"128","1416505_at","Nr4a1","15370","nuclear receptor subfamily 4, group A, member 1",0.391567859178936,5.99886546750975,2.64554739325328,0.0212483118513304,0.526828373229932,-3.2498485891567
"129","1416510_at","Mrpl4","66163","mitochondrial ribosomal protein L4",0.0299525077340128,8.78820405508644,0.176169173695874,0.863079179524591,0.963879753401043,-6.00988763448664
"130","1416511_a_at","Cdc42ep4","56699","CDC42 effector protein (Rho GTPase binding) 4",0.0837780591331407,7.68056271426756,0.467538821478089,0.648433922728895,0.932238109260876,-5.91518895115364
"131","1416514_a_at","Fscn1","14086","fascin actin-bundling protein 1",-0.0837488747794168,7.11316642873693,-0.3935229971055,0.700788860290278,0.934901221146025,-5.94719539698146
"132","1416517_at","Pnpla6","50767","patatin-like phospholipase domain containing 6",-0.0203657927631342,7.22193371561668,-0.121075488024268,0.905621387244722,0.971740424767379,-6.01822962876975
"133","1416529_at","Emp1","13730","epithelial membrane protein 1",0.200905454079781,3.61823333870913,1.04671481861786,0.315718649676517,0.79282098936559,-5.49177410122702
"134","1416530_a_at","Pnp","18950","purine-nucleoside phosphorylase",0.0371445196833626,11.1328433415838,0.239025767526187,0.815091730837351,0.962478317410664,-5.99661820831128
"135","1416538_at","Siae","22619","sialic acid acetylesterase",0.116478419136314,7.06111571952029,0.452520022069881,0.65891171776419,0.932238109260876,-5.9221135503355
"136","1416553_at","Cenpx","20892","centromere protein X",-0.00722725344559372,8.48423773739599,-0.0364047759047377,0.971554136254107,0.987670683741264,-6.02503069664683
"137","1416554_at","Pdlim1","54132","PDZ and LIM domain 1 (elfin)",0.138948646455672,9.22023122218746,0.778131402349943,0.45146017181723,0.865355779835634,-5.72458004388673
"138","1416557_a_at","Eftud2","20624","elongation factor Tu GTP binding domain containing 2",0.0867900263299006,6.56068107847927,0.41593663297364,0.684748503167433,0.93440045527781,-5.93806605458715
"139","1416560_at","Slc13a3","114644","solute carrier family 13 (sodium-dependent dicarboxylate transporter), member 3",-0.438430187964038,7.44479863047757,-1.51773257731136,0.154802722007767,0.672055286639204,-4.9552187636117
"140","1416572_at","Mmp14","17387","matrix metallopeptidase 14 (membrane-inserted)",0.591642428414634,6.23567468551023,1.82600927846415,0.0926474887217924,0.613536635215882,-4.5340494008459
"141","1416576_at","Socs3","12702","suppressor of cytokine signaling 3",0.343885658118205,6.6548199053121,1.05382553915145,0.312580377530699,0.79282098936559,-5.48482444677692
"142","1416583_at","Bad","12015","BCL2-associated agonist of cell death",-0.0170752202255544,6.98568245439602,-0.0910670294505966,0.928931630887826,0.9766507014166,-6.02147569106061
"143","1416590_a_at","Rab34","19376","RAB34, member RAS oncogene family",-0.133570987904427,5.7272360050089,-0.644072824146233,0.53156430602679,0.896272222176797,-5.81772927002529
"144","1416593_at","Glrx","93692","glutaredoxin",0.386849175926755,7.58994254636892,1.0398293885553,0.318779670593156,0.79282098936559,-5.49846662657083
"145","1416595_at","Mrps22","64655","mitochondrial ribosomal protein S22",-0.0644074778939459,8.96211048078377,-0.304365199950322,0.766027930999569,0.947583781478589,-5.9786140755011
"146","1416596_at","Slc44a4","70129","solute carrier family 44, member 4",0.314800683352181,4.86162357973544,1.93951938941121,0.0761417658365045,0.610118636049957,-4.36818059627142
"147","1416600_a_at","Rcan1","54720","regulator of calcineurin 1",0.187197623921473,7.83000554540182,0.920018821452542,0.375565252505635,0.82199187340856,-5.60896192771798
"148","1416605_at","Nhp2","52530","NHP2 ribonucleoprotein",-0.103933763522659,6.95910274626726,-0.509330649140837,0.619693912188842,0.926687765556794,-5.89477853069526
"149","1416612_at","Cyp1b1","13078","cytochrome P450, family 1, subfamily b, polypeptide 1",0.150128459197459,4.12838895763509,0.802989497205275,0.437491409358201,0.858697026322968,-5.7055620769596
"150","1416620_at","Smarcal1","54380","SWI/SNF related matrix associated, actin dependent regulator of chromatin, subfamily a-like 1",-0.0342275020126213,6.58065503930932,-0.202202598286702,0.843122857063385,0.962478317410664,-6.00487568315208
"151","1416639_at","Slc2a5","56485","solute carrier family 2 (facilitated glucose transporter), member 5",0.204402678287044,4.94746740819288,1.14267642912206,0.275309769149366,0.778513997516077,-5.39477951497823
"152","1416644_a_at","Sema3b","20347","sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3B",0.0113241589842148,4.04678271368183,0.0563236822054497,0.956004616522662,0.981956148599311,-6.02408812494108
"153","1416647_at","Bckdha","12039","branched chain ketoacid dehydrogenase E1, alpha polypeptide",0.0394401366089507,9.73953131864512,0.219662637282577,0.829801072888309,0.962478317410664,-6.0011307015381
"154","1416655_at","C1galt1c1","59048","C1GALT1-specific chaperone 1",-0.316389315200778,9.09119324303001,-2.09455531178635,0.0579483530119652,0.582712850101743,-4.13394039639971
"155","1416661_at","Eif3a","13669","eukaryotic translation initiation factor 3, subunit A",0.289249453133684,6.99119796014339,1.25101605581307,0.234609685035412,0.758421694236296,-5.2772625488604
"156","1416666_at","Serpine2","20720","serine (or cysteine) peptidase inhibitor, clade E, member 2",-0.0552477430931351,5.60859705764677,-0.253247922483153,0.804334073554449,0.959059130288124,-5.99306357478003
"157","1416671_a_at","Mcoln1","94178","mucolipin 1",0.0519731351910444,6.307273383444,0.243694129047842,0.81155611657071,0.961366607175385,-5.99547382305405
"158","1416675_s_at","Plcd1","18799","phospholipase C, delta 1",0.259765559561456,3.91193627170275,1.55635108671002,0.145417337677722,0.670100943247484,-4.90509595066585
"159","1416679_at","Abcd3","19299","ATP-binding cassette, sub-family D (ALD), member 3",0.0543214840885291,12.3164307013016,0.322921069873955,0.752274703559259,0.944122193647787,-5.97272371893356
"160","1416685_s_at","Fbl","14113","fibrillarin",-0.0996961894726542,9.18402493263317,-0.624209996145678,0.544095478168087,0.899349675872747,-5.83014952789091
"161","1416691_at","Gtpbp2","56055","GTP binding protein 2",0.349491636613528,4.91693296293237,1.36561694342169,0.196941993541913,0.714783076614062,-5.14430337818869
"162","1416695_at","Tspo","12257","translocator protein",0.167144554067423,9.50617889671221,0.947327647987376,0.362033296281559,0.816019532493063,-5.58478502720367
"163","1416696_at","Mydgf","28106","myeloid derived growth factor",0.101500133704945,8.98404927642521,0.461614876676164,0.652557527295822,0.932238109260876,-5.91794626999942
